Category,Product Name,Price,Company Name,Product URL,Description
Industrial Machinery,Liquid Polymer Stamp Machine,"₹ 17,000/one",S.R.Fine Graphhics,https://www.indiamart.com/proddetail/liquid-polymer-stamp-machine-22260186833.html,Grade Grade NA NA Machine Material Machine Material Mild Steel Mild Steel Production Capacity Production Capacity NA NA Brand Brand SR SR Capacity Capacity NA NA Automation Grade Automation Grade NA NA
Industrial Machinery,Pedal Sealer Machine,"₹ 12,000/Piece",Sara Udyog,https://www.indiamart.com/proddetail/pedal-sealer-machine-9209765230.html,Type of Machine Type of Machine Chappal Making Machine Chappal Making Machine Driven Type Driven Type Pedal Pedal Capacity Capacity depend on product depend on product Automation Grade Automation Grade Automatic Automatic I Deal In I Deal In New Only New Only Country of Origin Country of Origin Made in India Made in India
Industrial Machinery,CCB Treatment Plant,"₹ 8,00,000/Piece",Winsol Phytothermal System,https://www.indiamart.com/proddetail/ccb-treatment-plant-22289118848.html,Capacity Capacity 50 KLD 50 KLD Installation Type Installation Type Prefabricated Prefabricated Application Industry Application Industry Food Industry Food Industry Inlet Flow Rate(m3/day or m3/hr) Inlet Flow Rate(m3/day or m3/hr) 50 m3/day 50 m3/day Material Of Construction Material Of Construction Mild Steel Mild Steel Air Blower Count Air Blower Count 1 Blower 1 Blower
Industrial Machinery,"1.5 HP Can Seaming Machine, Packaging Type: Tin Sealing, Capacity: 5 Litre","₹ 2,40,000/Piece",Ganga Singh Engineering Pvt. Ltd.,https://www.indiamart.com/proddetail/can-seaming-machine-2850424887862.html,Machine Type Machine Type Semi-Automatic Semi-Automatic Brand Brand GSE GSE Weight Weight 700 Kg 700 Kg Capacity Capacity 5 Litre 5 Litre Packaging Type Packaging Type Tin Sealing Tin Sealing Power Power 1.5 HP 1.5 HP
Industrial Machinery,Laboratory Calendar Machine,"₹ 7,50,000/Piece",Global Engineering Corporation,https://www.indiamart.com/proddetail/laboratory-calendar-machine-23502130933.html,Advance speed Advance speed 100 mm/sec. 100 mm/sec. Feed speed Feed speed 100 mm/sec 100 mm/sec Machined face width Machined face width 300MM 300MM Roller stack Roller stack 3 3 Country of Origin Country of Origin Made in India Made in India
Industrial Machinery,"Ms Foot Operated Sealer Machine Manufacture In Delhi, India","₹ 7,500/Unit",Star Packaging,https://www.indiamart.com/proddetail/foot-operated-sealer-machine-manufacture-in-delhi-india-19519882891.html,Brand Brand Star Packaging Star Packaging Material Material MS MS Driven Type Driven Type Foot Operated Foot Operated Capacity Capacity 10 pieces per hour 10 pieces per hour Warranty Warranty 1 yr 1 yr Operating Type Operating Type Foot  Operated Foot  Operated
Industrial Machinery,Ladies Bindi Making Machine,"₹ 75,000/Piece",ASV Engineering,https://www.indiamart.com/proddetail/ladies-bindi-making-machine-2856280411888.html,Production Capacity Production Capacity 50 kg 50 kg Power Consumption Power Consumption 75 W 75 W Machine Material Machine Material Mild Steel Mild Steel BRAND BRAND ASV ASV Country of Origin Country of Origin Made in India Made in India
Industrial Machinery,"Yamaha Yv100x Automatic Picking System, Output Capacity: 10000 CPH","₹ 8,00,000/Piece",JVA Smt Traders,https://www.indiamart.com/proddetail/yamaha-yv100x-automatic-picking-system-2855623699362.html,"Power Consumption Power Consumption 3 phase 3 phase Model Name/Number Model Name/Number YV100-X YV100-X Dimension Dimension Length - 5.6"" Inch, Width - 4feet Length - 5.6"" Inch, Width - 4feet Voltage Voltage 220v, 420 V AC 220v, 420 V AC Weight -1900kg Weight -1900kg Height - 5feet 6 inch Height - 5feet 6 inch Output Capacity Output Capacity 10000 CPH 10000 CPH"
Industrial Machinery,Auto Loading Bar Feeder Machine,"₹ 2,50,000/Piece",Samson Engineering,https://www.indiamart.com/proddetail/auto-loading-bar-feeder-machine-22597557197.html,Brand Brand Solo Pilot Solo Pilot Capacities Capacities 60 mm diameter 60 mm diameter Frequency Frequency 60 Hz 60 Hz Material Material Mild Steel Mild Steel Power Source Power Source 3 Hp 3 Hp Voltage Voltage 350 V 350 V
Industrial Machinery,"1800 Pph AUTOMATIC SANITARY PAD MAKING MACHINE, 2KW, Machine Capacity: 30 Ppm","₹ 27,00,000/Piece",Mechanical Systems,https://www.indiamart.com/proddetail/automatic-sanitary-pad-making-machine-23042747297.html,Brand Brand MECHSYS MECHSYS Machine Capacity Machine Capacity 30 PPM 30 PPM Speed Speed 1800 PPH 1800 PPH Power Power 2KW 2KW Weight Weight 400 KG 400 KG Dimension Dimension 14X3X7 FEET 14X3X7 FEET
Industrial Machinery,Double Seaming Machine,,Atlas Machines (india),https://www.indiamart.com/proddetail/double-seaming-machine-3574970448.html,Brand Brand Atlas Machines Atlas Machines Packaging Type Packaging Type As Per Requirement As Per Requirement Made In Made In India India customize customize Yes Yes Color Color All All Usage Usage All All
Industrial Machinery,"AG-SD-12 Capacity(Kg): 8 Pair Fully Automatic Shoe Washing Machine, Warranty: 12 Months","₹ 5,95,000/Piece",Welco Garment Machinery Pvt. Ltd.,https://www.indiamart.com/proddetail/fully-automatic-shoe-washing-machine-18233762691.html,Brand Brand AURA AURA Capacity Capacity 20 kg Starting 20 kg Starting Function Type Function Type Fully Automatic Fully Automatic Loading Type Loading Type Front Loading Front Loading Warranty Warranty 12 Months 12 Months Color Color RED RED
Industrial Machinery,Bulk Bag Pedal Sealer Machine,"₹ 12,000/Unit",Shah And Company,https://www.indiamart.com/proddetail/bulk-bag-pedal-sealer-machine-4766472230.html,Capacity Capacity 500 pouch/hour 500 pouch/hour Material Material Aluminum Aluminum Usage/Application Usage/Application Industrial Industrial Impulse Power Impulse Power 350W 350W Country of Origin Country of Origin Made in India Made in India Heating Time Heating Time 0-2.5second 0-2.5second
Industrial Machinery,Workshop Lathe Machine,"₹ 2,45,000/Piece",K.K.Tools,https://www.indiamart.com/proddetail/workshop-lathe-machine-4858915548.html,Gap Length in Front of Face Plate Gap Length in Front of Face Plate 120 mm 120 mm Height of Center Height of Center 178 mm 178 mm Power Source Power Source Electric Electric Swing Over Gap Swing Over Gap 580 mm 580 mm Voltage Voltage 300 V 300 V
Industrial Machinery,Vibrating Sand Sieving Machine,"₹ 1,22,000/Piece",Vibro Equipments Private Limited,https://www.indiamart.com/proddetail/vibrating-sand-sieving-machine-21668720648.html,Voltage Voltage 220 220 I Deal In I Deal In New Only New Only Motor Power Motor Power 3.5 hp 3.5 hp Capacity Capacity 800 kg/hr 800 kg/hr Automation Grade Automation Grade Automatic Automatic
Industrial Machinery,"Semi-Automatic Hollow Coco Peat Block Making Machine, For Industrial, Automation Grade: Semi Automatic","₹ 9,85,000/Piece",Fluid Power Machines Private Limited,https://www.indiamart.com/proddetail/coco-peat-block-making-machine-6891694562.html,"Block Type Block Type Hollow Hollow Usage/Application Usage/Application Industrial Industrial Automation Grade Automation Grade Semi Automatic Semi Automatic Material Material High quality steel, metal High quality steel, metal Automatic Grade Automatic Grade Semi-Automatic Semi-Automatic Warranty Warranty 1 Year 1 Year"
Industrial Machinery,Jas Automatic Powder Sieving Machine,"₹ 45,000/Piece",Jas Enterprises,https://www.indiamart.com/proddetail/powder-sieving-machine-23711614462.html,Brand Brand Jas Jas Automation Grade Automation Grade Automatic Automatic Phase Phase either 1 or 3 either 1 or 3 Power Consumption Power Consumption 0.5 to 5 unit per hojur 0.5 to 5 unit per hojur Frequency Frequency 50 Hz 50 Hz Material Material Stainless steel Stainless steel
Industrial Machinery,"Nut Headers, x","₹ 40,00,000/Piece",Kler Mechanical Works,https://www.indiamart.com/proddetail/nut-headers-4113483473.html,Automation Grade Automation Grade x x Material Material Nut Headers Nut Headers Brand Brand Nut Headers Nut Headers m m n n r r v v s s l l
Medical & Healthcare,Mutim Digital Thawing System,"₹ 6,000/Piece",Kansal Industrial Gases,https://www.indiamart.com/proddetail/digital-thawing-system-21892061430.html,Packaging Size Packaging Size Bag Bag Brand Brand Mutim Mutim Application Application Temperature Measurement Equipment Temperature Measurement Equipment Display Type Display Type Digital Digital Voltage Voltage 12 Volt 12 Volt
Medical & Healthcare,Medispiro ICU Equipments,,Avishkar,https://www.indiamart.com/proddetail/medispiro-icu-equipments-3899801791.html,
Medical & Healthcare,"Surgical BSN Medical Products, For Hospital, Packaging Size: Regular","₹ 1,000/Pack",Shubham Corporation,https://www.indiamart.com/proddetail/bsn-medical-products-22713228162.html,Packaging Size Packaging Size Regular Regular Brand Brand BSN Medical USA BSN Medical USA Usage/Application Usage/Application Hospital Hospital Grade Standard Grade Standard Medicine Grade Medicine Grade Dosage Form Dosage Form Surgical Surgical Packaging Type Packaging Type Box Box
Medical & Healthcare,"Bayer Medrad Vistron Plus, For Hospital","₹ 1,000/Piece",Rege Imaging And Cine Films Private Limited,https://www.indiamart.com/proddetail/bayer-medrad-vistron-plus-23919266973.html,Usage/Application Usage/Application Hospital Hospital Product Type Product Type Finished Product Finished Product Brand Brand BAYER BAYER Height Height 1230 mm 1230 mm Manual fill rate Manual fill rate upto 10 ml/s upto 10 ml/s Maximum pressure Maximum pressure 300 psi 300 psi
Medical & Healthcare,Philips M3014A CO2 MMS Module Mainstream/ Microstream,"₹ 45,000/Piece",Vaidik Medical Technology,https://www.indiamart.com/proddetail/philips-m3014a-co2-mms-module-mainstream-microstream-22929752312.html,"Parameters Measured Parameters Measured IBP, Temperature, ETCO2 IBP, Temperature, ETCO2 Suitable For Suitable For Neonatal, Adult, Pediatric Neonatal, Adult, Pediatric Brand Brand Philips Philips Model Model M3014A M3014A Respiratory rate - low and high alarm Respiratory rate - low and high alarm Yes Yes Temperature -low and high alarm Temperature -low and high alarm Yes Yes"
Medical & Healthcare,Medical Equipment Parts,₹ 75/Piece,Aurux Metals,https://www.indiamart.com/proddetail/medical-equipment-parts-2854621020530.html,"Material Material Brass, SS, Aluminium Brass, SS, Aluminium I Deal In I Deal In New Only New Only Country of Origin Country of Origin Made in India Made in India"
Medical & Healthcare,Import Rp-9000063569 Touch Screen Ft-7av-4-15zs-1 For Medical Equipment,Shop Now,Befach 4X Private Limited,https://www.indiamart.com/proddetail/import-rp-9000063569-touch-screen-ft-7av-4-15zs-1-for-medical-equipment-2855634367888.html,
Medical & Healthcare,Electronic Digital Thaw Unit DOTCOM PHARMA,"₹ 6,300/Piece",Dotcom Pharma,https://www.indiamart.com/proddetail/electronic-digital-thaw-unit-dotcom-pharma-25367718648.html,Brand Brand DOTCOM PHARMA DOTCOM PHARMA Capacity Capacity 650 ML 650 ML Type Type Electronic Digital Electronic Digital Application Application FOR VETERINARY USE FOR VETERINARY USE Usage Usage Thawing Of Semen Thawing Of Semen Temperature Temperature Up To 37 Degreec Up To 37 Degreec
Medical & Healthcare,"Fressenius Agilia Syringe Pump Keypad, For Hospital","₹ 1,400/Piece",Vgrizha Medibiz,https://www.indiamart.com/proddetail/fressenius-agilia-syringe-pump-keypad-24413585255.html,Brand Brand Fresenius Agilia Fresenius Agilia Usage/Application Usage/Application Hospital Hospital Type Type Syringe Pump Keypad Syringe Pump Keypad Type Of Equipment Type Of Equipment Syringe pump Syringe pump
Medical & Healthcare,"PVC Kidney Stones Strainer, Packaging Size: 100 Pcs, Packaging Type: Carton",₹ 90/Piece,Z Plus Disposable Private Limited,https://www.indiamart.com/proddetail/kidney-stones-strainer-13957584012.html,Usage/Application Usage/Application Hospital Hospital Preferred Method Of Treatment Preferred Method Of Treatment Removal by Surgery Removal by Surgery Brand Brand Z Plus Z Plus Colour Colour Green Green Packaging Size Packaging Size 100 PCS 100 PCS Packaging Type Packaging Type Carton Carton
Medical & Healthcare,"Bayer Medrad Vistron Plus, For Hospital","₹ 12,50,000/Piece",Rege Imaging & Cine Films Private Limited,https://www.indiamart.com/proddetail/bayer-medrad-vistron-plus-23919173848.html,Usage/Application Usage/Application Hospital Hospital Brand Brand BAYER BAYER Flow rate Flow rate 0.1 to 10 ml/s 0.1 to 10 ml/s Height Height 1230 mm 1230 mm Manual fill rate Manual fill rate upto 10 ml/s upto 10 ml/s Maximum pressure Maximum pressure 300 psi 300 psi
Medical & Healthcare,Oxygen Spanner Cylinder Key,₹ 110/Piece,P.P.H. Sales Corporation,https://www.indiamart.com/proddetail/oxygen-spanner-cylinder-key-2854704922948.html,Accessory Type Accessory Type Gas Cylinder Key Gas Cylinder Key Type Of Spanner Type Of Spanner Double Open End Spanner Double Open End Spanner Material Material Cast Iron Cast Iron Warranty Warranty No No Color Color Silver Silver Size Size 18mm 18mm
Medical & Healthcare,"High Pressure / Negative Pressure Vacuum Drainage Bottle, For Hospital, Clinical, Capacity: 600 ml","₹ 2,000/Piece",Vardhman Medicare Agencies,https://www.indiamart.com/proddetail/high-pressure-negative-pressure-vacuum-drainage-bottle-22223769030.html,"Packaging Size Packaging Size 1 bottle in a pack 1 bottle in a pack Manufacturer Manufacturer Suru International Suru International Capacity Capacity 600 ml 600 ml Usage/Application Usage/Application Hospital , Clinical Hospital , Clinical Model Name/Number Model Name/Number SURU SURU Brand Brand Suru Suru"
Medical & Healthcare,"Ambygo Chuck Handle With Electrode Autoclave, For Hospital, Packaging Type: Individual",,Mahika Medical Private Limited,https://www.indiamart.com/proddetail/ambygo-chuck-handle-with-electrode-autoclave-25087978830.html,Packaging Type Packaging Type Individual Individual Usage/Application Usage/Application Hospital Hospital Quantity Per Pack Quantity Per Pack 1 1 Connector Connector Yes Yes Common Uses Common Uses Used with Cautery Machines Used with Cautery Machines Brand Brand Ambygo Ambygo
Medical & Healthcare,Optical Trocar 12mm Covidien Medtronic,,Rohan Surgical And Pharma Ceuticals,https://www.indiamart.com/proddetail/optical-trocar-12mm-covidien-medtronic-24806149973.html,
Medical & Healthcare,"Zimmer Electric Dermatomes, For Hospital",,Intra Medical Systems Private Limited,https://www.indiamart.com/proddetail/zimmer-electric-dermatomes-2172959873.html,Automation Grade Automation Grade Manual Manual Reusable Reusable Yes Yes Usage/Application Usage/Application Hospital Hospital Brand Brand Zimmer Zimmer Material Material According to requirement According to requirement I Deal In I Deal In New Only New Only
Medical & Healthcare,Applied Biosystems Seq Studio Genetic Analyzer,"₹ 46,500/Piece",Bio Chemi Enterprises,https://www.indiamart.com/proddetail/applied-biosystems-seq-studio-genetic-analyzer-23263699588.html,Color Color White White Frequency Frequency 60 Hz 60 Hz Type Type Digital Digital Voltage Voltage 240 V 240 V Country of Origin Country of Origin Made in India Made in India
Medical & Healthcare,"Head Band U Shape Medical Equipment, For Neurology","₹ 4,000/Piece",Mohan's Electronics & Illuminators,https://www.indiamart.com/proddetail/head-band-u-shape-medical-equipment-17351080948.html,Type Type U Shaped U Shaped Type Of Equipment Type Of Equipment Head Band Head Band Brand Brand MEI MEI Category Category Treatment Treatment Application Application Neurology Neurology Shelf life Shelf life Durable Durable
Medical & Healthcare,"Leventon DOSI-FLOW 1, 2, 3 IV Flow Regulator, For ICU",₹ 510/Piece,Abdura Systems,https://www.indiamart.com/proddetail/dosi-flow-1-2-3-iv-flow-regulator-23799089662.html,"Brand Brand Leventon Leventon Usage/Application Usage/Application ICU ICU Model Name/Number Model Name/Number Dosiflow Dosiflow Fuse Type Fuse Type Dosi Flow  for light and sensitive medications, suitable for adults, paediatrics and neunatals.  Flo Dosi Flow  for light and sensitive medications, suitable for adults, paediatrics and neunatals.  Flo"
Medical & Healthcare,"A2Z Stainless Steel Hosptal Equipment, Packaging Size: Std, Model Name/Number: 01102","₹ 24,750/Piece",A2Z Enterprises,https://www.indiamart.com/proddetail/stainless-steel-hosptal-equipment-26250205973.html,Material Material Stainless steel 304 Stainless steel 304 Caster wheels Diameter Caster wheels Diameter 100mm 100mm color color silver silver Finishing Finishing Polished Polished Brand Brand A2Z A2Z Model Name/Number Model Name/Number 01102 01102
Medical & Healthcare,"Portable Pocket Nebulizer, For Nebulization, Size: Compact","₹ 1,200/Box",Friends Machine Tools,https://www.indiamart.com/proddetail/pocket-nebulizer-22719347997.html,Brand Brand Other Other Usage/Application Usage/Application Nebulization Nebulization Operation Mode Operation Mode Portable Portable Size Size Compact Compact
Medical & Healthcare,Medical College Equipment Setup,"₹ 8,50,000/Unit",Full Point,https://www.indiamart.com/proddetail/medical-college-equipment-setup-22622340891.html,Usage/Application Usage/Application Medical College Medical College Service Duration Service Duration 40-60 Days 40-60 Days Service Location Service Location Pan India Pan India Service Mode Service Mode Offline Offline Country of Origin Country of Origin Made in India Made in India
Medical & Healthcare,"Godrej medical equipment, 128*64, Gmf 125 Eco","₹ 95,000/Piece",Amazing Grace Cooling Service,https://www.indiamart.com/proddetail/medical-equipment-22793200155.html,Packaging Size Packaging Size 128*64 128*64 Brand Brand Godrej Godrej Model Name/Number Model Name/Number GMF 125 ECO GMF 125 ECO
Medical & Healthcare,"Prisma 25st (BIPAP With St), Non prescription","₹ 75,000/Unit",Srivari Healthcare,https://www.indiamart.com/proddetail/prisma-25st-bipap-with-st-10841107333.html,"Usage Usage Personal, Clinic, Hospital Personal, Clinic, Hospital Ramp Rate Ramp Rate 30 30 Pressure Range (cm H2O) Pressure Range (cm H2O) 4 to 25 4 to 25 Modes Modes S/T S/T Usage/Application Usage/Application Hospital / Home use Hospital / Home use Operating Mode Operating Mode Electrical Electrical"
Medical & Healthcare,"Conybio Fir Winter Cap (bio-ceramic Fir Technology) (helps Improve Blood Circulation, Metabolic Functions (for Men & Women) (1 Unit)",Shop Now,Nitva Healthcare,https://www.indiamart.com/proddetail/conybio-fir-winter-cap-bio-ceramic-fir-technology-helps-improve-blood-circulation-metabolic-functions-for-men-women-1-unit-26493099012.html,
Medical & Healthcare,Hospital Automation Solutions,"₹ 25,000/Pack",Vlakshya Softsat Solutions Private Limited,https://www.indiamart.com/proddetail/hospital-automation-solutions-23887148430.html,"Deployment Deployment Hybrid (Online/Offline) Hybrid (Online/Offline) Download Option Download Option Free demo available Free demo available License Duration License Duration 1 Year 1 Year Service Location/City Service Location/City Pan India Pan India Service Mode Service Mode Onsite / Offsite Model Onsite / Offsite Model Key Features Key Features OPD Management, Doctor's Appointment Portal, Lab Information Management, Patient Record Management OPD Management, Doctor's Appointment Portal, Lab Information Management, Patient Record Management"
Medical & Healthcare,"5 Para Multipara Monitor Medical Equipment, Intas Pharmaceuticals Ltd","₹ 19,900/Unit",ARM Components,https://www.indiamart.com/proddetail/5-para-multipara-monitor-medical-equipment-24691033355.html,Manufacturer Manufacturer Intas Pharmaceuticals Ltd Intas Pharmaceuticals Ltd Prescription/Non prescription Prescription/Non prescription Prescription Prescription Country of Origin Country of Origin Made in India Made in India
Medical & Healthcare,SS Wire Basket,₹ 250/Piece,Hospital Engineers Care India,https://www.indiamart.com/proddetail/ss-wire-basket-24511679062.html,Usage/Application Usage/Application Hospital Hospital Material Material Steel Steel Type Type 2+2 Gas Manifold 2+2 Gas Manifold Surface Finish Surface Finish Polished Polished Media Media Air Air Working Media Working Media Gas Gas
Medical & Healthcare,Bayer Medrad Salient Contrast Injection System,"₹ 6,50,000/Piece",Rege Imaging & Cine Films Private Limited,https://www.indiamart.com/proddetail/bayer-medrad-salient-contrast-injection-system-23919092755.html,Injectable Form Injectable Form yes yes Product Type Product Type Finished Product Finished Product Brand Brand BAYER BAYER Height Height 1315 mm 1315 mm Manual fill rate Manual fill rate upto 10 ml/s upto 10 ml/s Maximum pressure Maximum pressure 300 psi 300 psi
Medical & Healthcare,CEREBRAL STIMULATOR / TRANSCRANIAL DIRECT CURRENT STIMULATOR,"₹ 16,000/Piece",Mohan's Electronics & Illuminators,https://www.indiamart.com/proddetail/cerebral-stimulator-transcranial-direct-current-stimulator-25594819473.html,Category Category 26677 TE 26677 TE Type Type Direct Current Direct Current Material Material CAST IRON CAST IRON Power Source Power Source AC/DC AC/DC Brand Brand MEI MEI Model Number Model Number DIGITAL DIGITAL
Medical & Healthcare,"A2Z Hospital Equipment Manufacturer In Mumbai, Packaging Size: Std, Model Name/Number: 01103","₹ 26,500/Piece",A2Z Enterprises,https://www.indiamart.com/proddetail/hospital-equipment-manufacturer-in-mumbai-26250452148.html,"Finishing Finishing polished polished color color Silver Silver Material Material Stainless Steel Stainless Steel Brand Brand A2Z A2Z Model Name/Number Model Name/Number 01103 01103 Usage/Application Usage/Application hospital, clinical, ICU hospital, clinical, ICU"
Medical & Healthcare,B Braun Syringe Pump Keypad,"₹ 1,800/Piece",Vaidik Medical Technology,https://www.indiamart.com/proddetail/b-braun-syringe-pump-keypad-21110505630.html,Pack size Pack size 1 1 Manufacturer Manufacturer VMT VMT Usage/Application Usage/Application Keypad Keypad Brand Brand BBraun BBraun Type Of Equipment Type Of Equipment Syringe pump Syringe pump
Medical & Healthcare,"Conybio Ion Spec (nano-technology Anion-energy Provides Cooling & More Oxygen To Eyes) (helpful In Hypoxia, Short & Long Sightedness, Dry Eye, Glaucoma, Cataract, Eye Bag, Dark Circles)",Shop Now,Nitva Healthcare,https://www.indiamart.com/proddetail/conybio-ion-spec-nano-technology-anion-energy-provides-cooling-more-oxygen-to-eyes-helpful-in-hypoxia-short-long-sightedness-dry-eye-glaucoma-cataract-eye-bag-dark-circles-2850502568791.html,Color Color Red & Black Red & Black
Agriculture & Farming,"Iron Greavity Conveyor Bhusa Bharne Ki Machine, For LOADING AND UNLODING","₹ 75,000/Piece",Namaste Agrotech,https://www.indiamart.com/proddetail/greavity-conveyor-bhusa-bharne-ki-machine-27489674348.html,Usage/Application Usage/Application LOADING AND UNLODING LOADING AND UNLODING Type Type Greavity Conveyor Greavity Conveyor Material Material Iron Iron Power Power 10 HP 10 HP Size Size 50-60 Hz 50-60 Hz Features Features Yuvraj 215 Yuvraj 215
Agriculture & Farming,"Celec Single Slope Laser Land Leveler, For Agriculture, 2.7 Kg","₹ 85,000/Piece",Celec Enterprises,https://www.indiamart.com/proddetail/single-slope-laser-land-leveler-26317945097.html,Type Type Single Slope Laser Land Leveler Single Slope Laser Land Leveler Usage/Application Usage/Application Agriculture Agriculture Brand Brand Celec Celec Model Name/Number Model Name/Number Single Slope Laser Land Leveler Single Slope Laser Land Leveler Weight Weight 2.7 Kg 2.7 Kg Operation Mode Operation Mode Fully-Automatic Fully-Automatic
Agriculture & Farming,"Mild Steel Farm Cultivator NG GHT 125, For Agriculture",₹ 220/Piece,H.S. Overseas Private Limited,https://www.indiamart.com/proddetail/ng-ght-125-2855779332688.html,Packaging Type Packaging Type 24 BOX 24 BOX Country of Origin Country of Origin Made in India Made in India Usage/Application Usage/Application Agriculture Agriculture Type Type Farm Cultivator Farm Cultivator Material Material Mild Steel Mild Steel
Agriculture & Farming,"501-1000 RPM 4 Fans AMAR MAIZE DEHUSKER THRESHER - CONVEYOR LIFT MODEL, >15 HP, 200-400 kg/hr","₹ 2,01,600/Piece",Amar Agricultural Implements Works (A Amar...,https://www.indiamart.com/proddetail/amar-maize-dehusker-thresher-conveyor-lift-model-19997608855.html,Power Source Power Source Tractor 540 RPM Tractor 540 RPM Power Power 40 HP Tractor or Above 40 HP Tractor or Above Model Model Self Feed Model Self Feed Model Size Size 63 Inches 63 Inches Speed Rpm Speed Rpm 600 600 Condition Condition New New
Agriculture & Farming,Yam Moulding Maker,"₹ 1,65,000/Piece",Sabin Enterprises,https://www.indiamart.com/proddetail/yam-moulding-maker-2851263710030.html,Production Capacity Production Capacity 1 Ton 1 Ton Material Material Mild Steel Mild Steel Gear Box Gear Box Heavy Duty Heavy Duty Mould Making Time Mould Making Time Less than Minute Less than Minute Power Required Power Required 35 hp 35 hp Disc Size Disc Size 26 Inch 26 Inch
Agriculture & Farming,"Rectangular Iron Large Dwc Tray, For Agriculture, Size: 8 X 4 Feet",₹ 280/Piece,India Green Organics,https://www.indiamart.com/proddetail/large-dwc-tray-25237152448.html,Usage/Application Usage/Application Agriculture Agriculture Brand Brand India Green Organics India Green Organics Material Material Iron Iron Size Size 8 x 4 Feet 8 x 4 Feet Shape Shape Rectangular Rectangular Color Color Black Black
Agriculture & Farming,"Mahindra Tractor Rotary Mulcher for Sale, For Agriculture & Farming","₹ 1,50,000/Piece",Farmburg Agro,https://www.indiamart.com/proddetail/tractor-rotary-mulcher-for-sale-2853310422248.html,Blade Shape Blade Shape Flail Blades Flail Blades Usage/Application Usage/Application Agriculture & Farming Agriculture & Farming Engine Type Engine Type Diesel Diesel Brand Brand Mahindra Mahindra Power Source Power Source Tractor Tractor Capacity Capacity NA NA
Agriculture & Farming,"Mild Steel Farm Cultivator Leveling Blade, For Agriculture","₹ 10,000/Piece",Aiishil International,https://www.indiamart.com/proddetail/leveling-blade-7307972048.html,Usage/Application Usage/Application Agriculture Agriculture Type Type Farm Cultivator Farm Cultivator Material Material Mild Steel Mild Steel Color Color Yellow Yellow Country of Origin Country of Origin Made in India Made in India
Agriculture & Farming,MD-10H BASIC - Agriculture Pesticide Spraying Drone (Refurbished Drone),"₹ 3,75,000/Set",Agriplex Private Limited,https://www.indiamart.com/proddetail/md-10h-basic-agriculture-pesticide-spraying-drone-refurbished-drone-2855601945033.html,Capacity Capacity 10L 10L Camera Technology Camera Technology Analog Camera Analog Camera Material Material Carbon Fiber Carbon Fiber Mode Mode Semi Automatic Semi Automatic Country of Origin Country of Origin Made in India Made in India
Agriculture & Farming,Mild Steel Agricultural Wakhar,"₹ 20,000/Piece",Boraste Agro Sales Corporation,https://www.indiamart.com/proddetail/agri-cultural-walker-19872910673.html,Usage/Application Usage/Application Agriculture Agriculture Material Material Mild Steel Mild Steel Working Efficiency Working Efficiency 90% 90% Feature Feature Can be Attach by All Tractors Can be Attach by All Tractors Surface Finish Surface Finish Color Coated Color Coated
Agriculture & Farming,"RK Mild Steel Single Row Bund Maker And Bed Maker, For Agriculture, 35 HP","₹ 12,000/Unit",Ram Babu Kishan Sahay Krishi Yantra Udyog,https://www.indiamart.com/proddetail/single-row-bund-maker-and-bed-maker-22846308497.html,Color Color AS PER ORDER AS PER ORDER Engine Power Engine Power 35 HP 35 HP Usage/Application Usage/Application Agriculture Agriculture Brand Brand RK RK Material Material Mild Steel Mild Steel Country of Origin Country of Origin Made in India Made in India
Agriculture & Farming,"Mild Steel Farm Cultivator 5 Point Kakkar, For Agriculture, Model Name/Number: 5PK","₹ 6,200/Piece",Ginwala Advanced Farm Equipments Private Limited,https://www.indiamart.com/proddetail/5-point-kakkar-23413782491.html,Usage/Application Usage/Application Agriculture Agriculture Type Type Farm Cultivator Farm Cultivator Model Name/Number Model Name/Number 5PK 5PK Material Material Mild Steel Mild Steel Power Power Upto 9 HP required Upto 9 HP required Color Color Grey Grey
Agriculture & Farming,"Stainless Steel Agricultural Gear Parts, For Industrial, Packaging Type: Carton","₹ 30,000/Set",New Nu,https://www.indiamart.com/proddetail/agricultural-gear-parts-2854987910162.html,Brand Brand China China Usage/Application Usage/Application Industrial Industrial Packaging Type Packaging Type Carton Carton Material Material Stainless Steel Stainless Steel Spare Part Name Spare Part Name Agricultural Gear Parts Agricultural Gear Parts
Agriculture & Farming,KSP Laser Land Leveler,"₹ 2,85,000/Piece",Ks Agrotech Private Limited,https://www.indiamart.com/proddetail/ksp-laser-land-leveler-2854711743373.html,Brand Brand KS POWERTECH PVT. LTD. KS POWERTECH PVT. LTD. Bucket Thickness Bucket Thickness 10mm/8mm (From Sheet) 10mm/8mm (From Sheet) Height Height 1240 mm 1240 mm Mast Mast High Mast with Manual Height Adjustment High Mast with Manual Height Adjustment Width Width 2110 mm 2110 mm Number of Wheels Number of Wheels 4 4
Agriculture & Farming,Drive Type Paddy Transplanters,"₹ 2,50,000/Piece",Nascent Agrimach,https://www.indiamart.com/proddetail/paddy-transplanters-22288805312.html,Seed / Fertilizer Capacity Seed / Fertilizer Capacity Seeds and plants sowing Seeds and plants sowing Usage/Application Usage/Application Paddy transplanter Paddy transplanter Model Name/Number Model Name/Number 8 row sowing 8 row sowing Type Type Riding Type Riding Type Number of Rows Number of Rows 8 rows 8 rows Power Consumption Power Consumption 4HP 4HP
